Date,Order ID,Customer Name,Region,Product Category,Product Name,Units Sold,Unit Price,Sales,Cost,Profit,Discount,Payment Method,Sales Channel
2/7/2024,ORD0838,Customer 43,South,Electronics,Smartphone X,8,922.27,7378.16,5958.59,1419.57,0.1,UPI,Online
8/2/2024,ORD0839,Customer 174,North,Appliances,Blender Pro,3,1316.56,3949.68,3208.14,741.54,0.1,Cash,Offline
6/6/2024,ORD0840,Customer 54,West,Stationery,Ball Pen,6,799.05,4794.3,2907.64,1886.66,0.05,UPI,Offline
7/18/2024,ORD0841,Customer 278,South,Appliances,Microwave Oven,1,1076.3,1076.3,650.35,425.95,0.05,Cash,Offline
6/8/2024,ORD0842,Customer 70,West,Clothing,Summer T-Shirt,3,1064.01,3192.03,2207.34,984.69,0.15,Bank Transfer,Online
3/31/2024,ORD0843,Customer 43,Central,Furniture,Bookshelf,10,848.58,8485.8,5774.37,2711.43,0.15,Cash,Online
5/20/2024,ORD0844,Customer 66,South,Clothing,Jeans,1,469.04,469.04,385.84,83.2,0,Credit Card,Offline
11/12/2024,ORD0845,Customer 50,South,Furniture,Bookshelf,4,1318.06,5272.24,3864.43,1407.81,0.15,Bank Transfer,Offline
1/19/2024,ORD0846,Customer 178,West,Appliances,Vacuum Cleaner,2,1180.77,2361.54,2118.42,243.12,0.05,UPI,Online
12/17/2024,ORD0847,Customer 125,South,Clothing,Jeans,10,1088.98,10889.8,9726.19,1163.61,0.05,Bank Transfer,Offline
10/23/2024,ORD0848,Customer 263,Central,Electronics,Laptop Pro,5,515.33,2576.65,1557.73,1018.92,0.15,Cash,Offline
4/5/2024,ORD0849,Customer 30,West,Furniture,Dining Table,3,1172.12,3516.36,3094.76,421.6,0,Bank Transfer,Online
2/28/2024,ORD0850,Customer 278,Central,Electronics,Wireless Earbuds,9,837.6,7538.4,6706.83,831.57,0,Cash,Online
5/31/2024,ORD0851,Customer 131,North,Clothing,Winter Jacket,1,661.58,661.58,566.46,95.12,0.1,Credit Card,Online
2/26/2024,ORD0852,Customer 124,East,Electronics,Tablet Mini,8,568.15,4545.2,3481.58,1063.62,0.05,Credit Card,Offline
8/4/2024,ORD0853,Customer 135,South,Appliances,Microwave Oven,8,498.67,3989.36,3357.48,631.88,0.1,Credit Card,Online
8/2/2024,ORD0854,Customer 123,Central,Appliances,Vacuum Cleaner,3,305.92,917.76,766.86,150.9,0.1,Cash,Online
8/24/2024,ORD0855,Customer 107,West,Appliances,Microwave Oven,10,510.21,5102.1,4352.08,750.02,0.1,Bank Transfer,Online
9/21/2024,ORD0856,Customer 195,Central,Electronics,Smartphone X,3,519.15,1557.45,1241.05,316.4,0.15,Bank Transfer,Online
3/26/2024,ORD0857,Customer 127,East,Stationery,Stapler,1,33.98,33.98,27.28,6.7,0.15,Bank Transfer,Offline
11/24/2024,ORD0858,Customer 74,North,Stationery,Ball Pen,2,107.27,214.54,157.55,56.99,0,Bank Transfer,Online
12/1/2024,ORD0859,Customer 147,South,Appliances,Air Conditioner,3,1068.92,3206.76,2710.51,496.25,0,Cash,Offline
2/19/2024,ORD0860,Customer 233,East,Stationery,Stapler,6,1100.88,6605.28,4509.06,2096.22,0.15,Bank Transfer,Online
3/3/2024,ORD0861,Customer 3,East,Stationery,Stapler,4,91.34,365.36,271.55,93.81,0.05,Bank Transfer,Online
11/30/2024,ORD0862,Customer 252,North,Appliances,Air Conditioner,5,1456.26,7281.3,4416.31,2864.99,0.1,Credit Card,Offline
8/2/2024,ORD0863,Customer 240,South,Clothing,Formal Shoes,8,160.01,1280.08,1082.63,197.45,0.1,UPI,Offline
7/19/2024,ORD0864,Customer 179,East,Clothing,Winter Jacket,2,1107.6,2215.2,1479.36,735.84,0.15,Cash,Offline
5/19/2024,ORD0865,Customer 174,West,Electronics,Laptop Pro,5,390.54,1952.7,1325.97,626.73,0,UPI,Offline
10/16/2024,ORD0866,Customer 1,West,Clothing,Jeans,2,1049.62,2099.24,1572.4,526.84,0,Bank Transfer,Offline
5/1/2024,ORD0867,Customer 141,North,Clothing,Formal Shoes,8,951.36,7610.88,4816.44,2794.44,0,Bank Transfer,Online
7/23/2024,ORD0868,Customer 115,North,Electronics,Wireless Earbuds,10,684.02,6840.2,6040.49,799.71,0,Cash,Online
5/7/2024,ORD0869,Customer 201,East,Furniture,Office Chair,2,1395.11,2790.22,2356.3,433.92,0.15,Bank Transfer,Online
8/15/2024,ORD0870,Customer 273,East,Clothing,Summer T-Shirt,1,1463.89,1463.89,1042.77,421.12,0,UPI,Offline
1/26/2024,ORD0871,Customer 4,South,Stationery,Stapler,10,616.73,6167.3,4889.8,1277.5,0.15,Credit Card,Offline
12/30/2024,ORD0872,Customer 248,Central,Stationery,Stapler,5,252.74,1263.7,852.08,411.62,0.15,Credit Card,Offline
7/20/2024,ORD0873,Customer 206,Central,Appliances,Blender Pro,1,281.34,281.34,251.3,30.04,0.05,Credit Card,Online
3/13/2024,ORD0874,Customer 222,East,Furniture,Bookshelf,3,243.74,731.22,540.05,191.17,0.05,Bank Transfer,Online
11/8/2024,ORD0875,Customer 110,North,Stationery,Highlighter Set,5,1341.82,6709.1,4223.85,2485.25,0.15,Credit Card,Offline
2/20/2024,ORD0876,Customer 267,South,Clothing,Formal Shoes,9,1075.42,9678.78,7639.58,2039.2,0.1,Cash,Offline
5/25/2024,ORD0877,Customer 179,East,Stationery,Ball Pen,1,1395.13,1395.13,1212.67,182.46,0,Bank Transfer,Offline
1/24/2024,ORD0878,Customer 196,West,Stationery,Ball Pen,2,1103.74,2207.48,1684.92,522.56,0.1,UPI,Offline
1/25/2024,ORD0879,Customer 89,Central,Furniture,Bookshelf,10,426.16,4261.6,3795.63,465.97,0.15,UPI,Offline
11/26/2024,ORD0880,Customer 209,Central,Stationery,Notebook,1,1460.88,1460.88,995.49,465.39,0,UPI,Online
4/16/2024,ORD0881,Customer 288,East,Furniture,Standing Desk,6,1133.88,6803.28,5119.89,1683.39,0.15,Credit Card,Online
4/14/2024,ORD0882,Customer 293,Central,Appliances,Air Conditioner,5,547.62,2738.1,2390.87,347.23,0.05,Cash,Offline
12/1/2024,ORD0883,Customer 251,South,Stationery,Stapler,7,660.95,4626.65,3996.71,629.94,0,Credit Card,Online
9/27/2024,ORD0884,Customer 158,Central,Furniture,Office Chair,10,56.43,564.3,437.54,126.76,0.15,UPI,Offline
11/4/2024,ORD0885,Customer 215,West,Clothing,Jeans,2,250.67,501.34,370.09,131.25,0.1,Credit Card,Online
11/11/2024,ORD0886,Customer 258,North,Stationery,Highlighter Set,9,1386.85,12481.65,9235.79,3245.86,0.05,Bank Transfer,Offline
7/11/2024,ORD0887,Customer 121,East,Electronics,Wireless Earbuds,5,235.57,1177.85,1010.35,167.5,0.15,UPI,Online
11/22/2024,ORD0888,Customer 165,South,Furniture,Standing Desk,9,1008.34,9075.06,6691.89,2383.17,0.05,Cash,Online
5/24/2024,ORD0889,Customer 296,Central,Appliances,Air Conditioner,8,434.34,3474.72,2431.74,1042.98,0.15,Credit Card,Online
1/20/2024,ORD0890,Customer 200,North,Furniture,Dining Table,7,1447.62,10133.34,7661.28,2472.06,0.15,Cash,Online
4/12/2024,ORD0891,Customer 86,Central,Furniture,Dining Table,5,1274.29,6371.45,3962.93,2408.52,0.1,UPI,Online
8/30/2024,ORD0892,Customer 284,West,Appliances,Microwave Oven,4,352.59,1410.36,965.03,445.33,0.05,Credit Card,Online
7/28/2024,ORD0893,Customer 99,East,Furniture,Office Chair,3,44.22,132.66,104.04,28.62,0.15,Bank Transfer,Offline
6/24/2024,ORD0894,Customer 296,South,Clothing,Jeans,9,523.84,4714.56,4179.3,535.26,0.1,Credit Card,Offline
5/9/2024,ORD0895,Customer 257,East,Stationery,Ball Pen,3,620.32,1860.96,1241.51,619.45,0.15,Credit Card,Offline
5/31/2024,ORD0896,Customer 148,Central,Clothing,Formal Shoes,7,1264.68,8852.76,7584.62,1268.14,0.1,Bank Transfer,Online
4/29/2024,ORD0897,Customer 34,East,Stationery,Highlighter Set,4,653.41,2613.64,1737.73,875.91,0,Bank Transfer,Online
10/9/2024,ORD0898,Customer 276,West,Electronics,Laptop Pro,6,1250.93,7505.58,4991.19,2514.39,0.15,UPI,Offline
12/3/2024,ORD0899,Customer 223,Central,Appliances,Microwave Oven,9,430.09,3870.81,2503.56,1367.25,0.1,UPI,Online
7/26/2024,ORD0900,Customer 274,South,Stationery,Highlighter Set,3,695.24,2085.72,1625.07,460.65,0.15,Bank Transfer,Online
2/11/2024,ORD0901,Customer 37,North,Clothing,Jeans,10,1214.23,12142.3,7307.42,4834.88,0.05,Bank Transfer,Offline
12/1/2024,ORD0902,Customer 197,East,Appliances,Blender Pro,3,1399.76,4199.28,2888.82,1310.46,0,Cash,Online
2/20/2024,ORD0903,Customer 22,East,Appliances,Air Conditioner,5,1106.41,5532.05,4363.77,1168.28,0.05,Cash,Offline
2/7/2024,ORD0904,Customer 170,South,Electronics,Smartphone X,3,496.53,1489.59,1311.23,178.36,0.1,Bank Transfer,Online
7/24/2024,ORD0905,Customer 67,Central,Electronics,Smartphone X,2,744.67,1489.34,1183.4,305.94,0.05,Cash,Online
11/3/2024,ORD0906,Customer 261,East,Clothing,Winter Jacket,8,101.4,811.2,636.75,174.45,0,Credit Card,Online
2/28/2024,ORD0907,Customer 55,North,Electronics,Wireless Earbuds,5,917.69,4588.45,3288.46,1299.99,0.1,Cash,Offline
5/3/2024,ORD0908,Customer 273,Central,Clothing,Summer T-Shirt,1,94.19,94.19,61.3,32.89,0,Cash,Offline
5/2/2024,ORD0909,Customer 207,South,Electronics,Wireless Earbuds,4,1174.64,4698.56,2955.75,1742.81,0.05,UPI,Offline
9/24/2024,ORD0910,Customer 291,South,Furniture,Standing Desk,8,985.18,7881.44,5771.98,2109.46,0.1,Cash,Offline
4/19/2024,ORD0911,Customer 239,East,Electronics,Smartphone X,6,1185.89,7115.34,6297.31,818.03,0.15,UPI,Online
1/17/2024,ORD0912,Customer 45,Central,Furniture,Office Chair,3,1221.19,3663.57,2491.78,1171.79,0.05,Credit Card,Online
6/6/2024,ORD0913,Customer 179,East,Stationery,Highlighter Set,3,549.15,1647.45,1030.9,616.55,0,Bank Transfer,Online
7/30/2024,ORD0914,Customer 264,North,Electronics,Tablet Mini,6,195.55,1173.3,891.16,282.14,0.1,Cash,Offline
12/19/2024,ORD0915,Customer 237,East,Appliances,Vacuum Cleaner,2,1424.83,2849.66,2468.93,380.73,0.1,Bank Transfer,Online
8/12/2024,ORD0916,Customer 300,North,Electronics,Tablet Mini,10,828.08,8280.8,5843.87,2436.93,0.15,Bank Transfer,Offline
7/23/2024,ORD0917,Customer 93,North,Furniture,Standing Desk,2,1421.48,2842.96,2175,667.96,0.05,Bank Transfer,Offline
4/14/2024,ORD0918,Customer 284,North,Clothing,Summer T-Shirt,9,1108.68,9978.12,8875.23,1102.89,0.1,UPI,Online
9/22/2024,ORD0919,Customer 239,East,Furniture,Bookshelf,10,1007.4,10074,7772.32,2301.68,0,UPI,Online
4/25/2024,ORD0920,Customer 46,South,Stationery,Highlighter Set,9,1136.68,10230.12,7501.12,2729,0,Bank Transfer,Offline
7/6/2024,ORD0921,Customer 14,West,Clothing,Formal Shoes,7,610.67,4274.69,2945.9,1328.79,0.05,Cash,Offline
5/29/2024,ORD0922,Customer 212,South,Furniture,Dining Table,2,25.52,51.04,39.37,11.67,0.1,UPI,Online
7/23/2024,ORD0923,Customer 207,South,Stationery,Ball Pen,2,282.87,565.74,341.39,224.35,0.15,Credit Card,Offline
10/21/2024,ORD0924,Customer 290,Central,Electronics,Tablet Mini,9,443.4,3990.6,3336.26,654.34,0.15,UPI,Offline
8/8/2024,ORD0925,Customer 239,West,Furniture,Standing Desk,10,99.78,997.8,834.92,162.88,0.1,Credit Card,Offline
12/15/2024,ORD0926,Customer 146,South,Electronics,Tablet Mini,4,1061.11,4244.44,2791.82,1452.62,0.05,UPI,Offline
8/15/2024,ORD0927,Customer 94,West,Furniture,Office Chair,1,831.94,831.94,584.09,247.85,0.15,Credit Card,Online
1/3/2024,ORD0928,Customer 55,West,Clothing,Summer T-Shirt,5,656.63,3283.15,2407.98,875.17,0,Bank Transfer,Offline
6/20/2024,ORD0929,Customer 135,Central,Electronics,Laptop Pro,1,952.52,952.52,813.56,138.96,0.05,Cash,Online
10/25/2024,ORD0930,Customer 116,South,Stationery,Stapler,3,529.6,1588.8,965.96,622.84,0.15,Credit Card,Offline
3/27/2024,ORD0931,Customer 211,East,Electronics,Laptop Pro,6,121.02,726.12,568.74,157.38,0.05,UPI,Offline
6/28/2024,ORD0932,Customer 6,East,Appliances,Microwave Oven,10,1070.34,10703.4,8701.19,2002.21,0,Bank Transfer,Offline
5/15/2024,ORD0933,Customer 204,East,Appliances,Microwave Oven,7,122.81,859.67,610.13,249.54,0,Cash,Offline
6/14/2024,ORD0934,Customer 116,West,Electronics,Smartphone X,2,949.65,1899.3,1340.67,558.63,0.1,Cash,Offline
10/31/2024,ORD0935,Customer 120,Central,Electronics,Wireless Earbuds,6,943.34,5660.04,4642.81,1017.23,0,Cash,Online
5/25/2024,ORD0936,Customer 69,East,Clothing,Winter Jacket,10,1243.64,12436.4,9749.8,2686.6,0.1,Credit Card,Online
5/6/2024,ORD0937,Customer 93,Central,Furniture,Office Chair,6,1213.51,7281.06,4740.93,2540.13,0.15,Credit Card,Offline
5/21/2024,ORD0938,Customer 250,Central,Electronics,Wireless Earbuds,6,536.84,3221.04,2299.83,921.21,0.05,Bank Transfer,Offline
5/18/2024,ORD0939,Customer 129,North,Furniture,Bookshelf,10,259.68,2596.8,1621.37,975.43,0.05,UPI,Offline
10/5/2024,ORD0940,Customer 74,West,Electronics,Laptop Pro,8,339.8,2718.4,1883.32,835.08,0.1,Cash,Offline
12/11/2024,ORD0941,Customer 17,Central,Electronics,Smartphone X,5,489.62,2448.1,1982.76,465.34,0.15,Cash,Offline
4/22/2024,ORD0942,Customer 58,South,Clothing,Jeans,2,515.05,1030.1,728.43,301.67,0.05,Credit Card,Offline
11/7/2024,ORD0943,Customer 116,West,Appliances,Air Conditioner,5,964.22,4821.1,3165.46,1655.64,0,UPI,Online
9/16/2024,ORD0944,Customer 34,Central,Furniture,Dining Table,5,400.45,2002.25,1434.94,567.31,0,Cash,Online
9/13/2024,ORD0945,Customer 211,West,Electronics,Tablet Mini,3,85.77,257.31,183.92,73.39,0,Credit Card,Online
1/14/2024,ORD0946,Customer 122,West,Furniture,Standing Desk,6,1055.25,6331.5,3908.73,2422.77,0.15,UPI,Online
5/6/2024,ORD0947,Customer 25,East,Clothing,Winter Jacket,5,260.96,1304.8,915.66,389.14,0.05,Cash,Online
9/8/2024,ORD0948,Customer 179,Central,Electronics,Wireless Earbuds,1,802.29,802.29,510.31,291.98,0.05,Cash,Online
7/15/2024,ORD0949,Customer 146,Central,Furniture,Dining Table,8,1383.75,11070,7312.94,3757.06,0,Bank Transfer,Online
2/13/2024,ORD0950,Customer 179,Central,Appliances,Microwave Oven,10,96.26,962.6,761.99,200.61,0.1,UPI,Offline
4/10/2024,ORD0951,Customer 59,East,Electronics,Tablet Mini,7,73.6,515.2,313.48,201.72,0,Cash,Online
12/7/2024,ORD0952,Customer 211,North,Appliances,Air Conditioner,9,1421.02,12789.18,9778.2,3010.98,0.1,UPI,Online
8/8/2024,ORD0953,Customer 120,South,Electronics,Smartphone X,4,685.95,2743.8,1699.45,1044.35,0.15,Credit Card,Offline
11/11/2024,ORD0954,Customer 77,East,Appliances,Blender Pro,7,1224.86,8574.02,6862.42,1711.6,0.15,Bank Transfer,Online
1/15/2024,ORD0955,Customer 100,North,Appliances,Vacuum Cleaner,5,544.94,2724.7,1940.57,784.13,0,Bank Transfer,Online
1/16/2024,ORD0956,Customer 127,South,Electronics,Smartphone X,4,411.08,1644.32,1265.72,378.6,0.1,Credit Card,Online
12/21/2024,ORD0957,Customer 42,South,Clothing,Winter Jacket,2,93.69,187.38,130.91,56.47,0.1,Bank Transfer,Online
7/18/2024,ORD0958,Customer 76,East,Electronics,Smartphone X,4,863.43,3453.72,2866.2,587.52,0.1,UPI,Online
1/9/2024,ORD0959,Customer 32,East,Electronics,Tablet Mini,10,1175.38,11753.8,8155.34,3598.46,0,Credit Card,Online
1/7/2024,ORD0960,Customer 124,East,Furniture,Office Chair,8,401.02,3208.16,2703.47,504.69,0.15,UPI,Online
6/8/2024,ORD0961,Customer 265,West,Stationery,Stapler,7,1359.43,9516.01,5916.99,3599.02,0.15,Bank Transfer,Offline
6/12/2024,ORD0962,Customer 240,South,Furniture,Standing Desk,2,431.17,862.34,558.74,303.6,0.1,Cash,Offline
10/24/2024,ORD0963,Customer 282,East,Appliances,Microwave Oven,8,1197.09,9576.72,6327.69,3249.03,0.1,Credit Card,Offline
11/17/2024,ORD0964,Customer 46,North,Appliances,Microwave Oven,9,110.26,992.34,746.45,245.89,0,Cash,Offline
7/14/2024,ORD0965,Customer 212,North,Appliances,Vacuum Cleaner,4,191.22,764.88,577.46,187.42,0.05,Credit Card,Offline
12/28/2024,ORD0966,Customer 50,Central,Electronics,Smartphone X,2,1064.26,2128.52,1493.19,635.33,0.05,Credit Card,Online
9/9/2024,ORD0967,Customer 284,Central,Furniture,Standing Desk,10,1334.73,13347.3,8510.57,4836.73,0.15,Credit Card,Online
12/9/2024,ORD0968,Customer 143,South,Stationery,Notebook,10,619.28,6192.8,4514.51,1678.29,0.05,Cash,Online
8/9/2024,ORD0969,Customer 290,East,Appliances,Microwave Oven,5,220.21,1101.05,722.37,378.68,0.1,Bank Transfer,Online
9/30/2024,ORD0970,Customer 158,West,Stationery,Ball Pen,4,413.69,1654.76,1304.34,350.42,0.1,Cash,Online
9/26/2024,ORD0971,Customer 193,North,Appliances,Microwave Oven,2,676.89,1353.78,821.91,531.87,0,UPI,Offline
9/24/2024,ORD0972,Customer 118,East,Furniture,Dining Table,9,429.29,3863.61,3013.34,850.27,0,Bank Transfer,Offline
3/13/2024,ORD0973,Customer 32,West,Electronics,Laptop Pro,9,125.24,1127.16,901.2,225.96,0.15,Cash,Online
4/7/2024,ORD0974,Customer 51,Central,Electronics,Laptop Pro,1,1250.72,1250.72,770.04,480.68,0.1,Cash,Online
3/21/2024,ORD0975,Customer 164,Central,Appliances,Blender Pro,6,589.99,3539.94,2622.94,917,0,Cash,Online
12/23/2024,ORD0976,Customer 109,West,Stationery,Stapler,10,1011.17,10111.7,6786.44,3325.26,0.05,Bank Transfer,Offline
6/29/2024,ORD0977,Customer 117,West,Appliances,Microwave Oven,5,1270.85,6354.25,4455.14,1899.11,0,Cash,Online
3/29/2024,ORD0978,Customer 113,West,Clothing,Summer T-Shirt,3,743.83,2231.49,1669.66,561.83,0.1,UPI,Offline
12/13/2024,ORD0979,Customer 83,East,Clothing,Winter Jacket,8,1161.68,9293.44,6804.52,2488.92,0.05,Cash,Online
8/26/2024,ORD0980,Customer 85,South,Clothing,Summer T-Shirt,8,354.11,2832.88,1860.38,972.5,0.05,Bank Transfer,Online
8/26/2024,ORD0981,Customer 190,West,Furniture,Bookshelf,10,209.58,2095.8,1301.88,793.92,0,Credit Card,Online
8/10/2024,ORD0982,Customer 205,West,Electronics,Tablet Mini,2,1419.19,2838.38,1988.05,850.33,0,Cash,Offline
7/31/2024,ORD0983,Customer 155,South,Electronics,Tablet Mini,3,492.69,1478.07,1249.15,228.92,0.1,UPI,Online
2/1/2024,ORD0984,Customer 222,South,Stationery,Notebook,5,1348.43,6742.15,4930.09,1812.06,0.15,Bank Transfer,Online
8/18/2024,ORD0985,Customer 285,North,Clothing,Summer T-Shirt,9,117.93,1061.37,808.26,253.11,0.15,Credit Card,Online
3/25/2024,ORD0986,Customer 284,North,Appliances,Vacuum Cleaner,5,1122.42,5612.1,4715.21,896.89,0,Bank Transfer,Offline
5/19/2024,ORD0987,Customer 3,East,Clothing,Jeans,1,447.89,447.89,341.45,106.44,0,UPI,Offline
8/7/2024,ORD0988,Customer 89,North,Stationery,Stapler,5,882.93,4414.65,2916.58,1498.07,0.1,Bank Transfer,Offline
5/25/2024,ORD0989,Customer 156,North,Appliances,Blender Pro,10,701.51,7015.1,4852.62,2162.48,0.1,Bank Transfer,Online
12/15/2024,ORD0990,Customer 129,North,Electronics,Laptop Pro,10,449.46,4494.6,4030.89,463.71,0,Bank Transfer,Online
2/26/2024,ORD0991,Customer 89,East,Clothing,Winter Jacket,10,744.82,7448.2,5292.72,2155.48,0.05,Credit Card,Online
12/3/2024,ORD0992,Customer 224,South,Stationery,Stapler,1,948.32,948.32,723.33,224.99,0.1,UPI,Offline
1/15/2024,ORD0993,Customer 193,South,Clothing,Summer T-Shirt,9,335.48,3019.32,2682.92,336.4,0,Credit Card,Offline
4/24/2024,ORD0994,Customer 200,South,Electronics,Wireless Earbuds,10,962.37,9623.7,6131.07,3492.63,0.15,UPI,Online
5/15/2024,ORD0995,Customer 90,Central,Appliances,Blender Pro,1,492.57,492.57,441.98,50.59,0,Cash,Offline
8/3/2024,ORD0996,Customer 270,Central,Furniture,Dining Table,7,690.97,4836.79,4011.43,825.36,0.05,Credit Card,Online
4/27/2024,ORD0997,Customer 249,Central,Clothing,Winter Jacket,2,1090.7,2181.4,1356.02,825.38,0.05,Bank Transfer,Online
4/21/2024,ORD0998,Customer 181,North,Clothing,Summer T-Shirt,5,1005.48,5027.4,3649.12,1378.28,0.05,UPI,Offline
8/26/2024,ORD0999,Customer 161,West,Appliances,Air Conditioner,1,1000.56,1000.56,799.23,201.33,0.15,UPI,Offline
4/27/2024,ORD1000,Customer 262,South,Stationery,Notebook,5,152.96,764.8,471.96,292.84,0,Credit Card,Offline
